Firmware;Hits;Bandwidth
/releases/18.06.7/targets/mvebu/cortexa9/openwrt-18.06.7-mvebu-cortexa9-linksys-wrt1900acs-initramfs-kernel.bin;15;28.60 MB
/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-engenius_emd1-squashfs-sysupgrade.bin;15;60.92 MB
/releases/18.06.1/targets/ipq40xx/generic/openwrt-18.06.1-ipq40xx-avm_fritzbox-4040-squashfs-sysupgrade.bin;15;31.40 MB
/releases/18.06.1/targets/brcm63xx/generic/openwrt-18.06.1-brcm63xx-generic-AR5387un-squashfs-sysupgrade.bin;15;21.73 MB
/releases/18.06.8/targets/ramips/rt305x/openwrt-18.06.8-ramips-rt305x-atp-52b-initramfs-kernel.bin;15;23.88 MB
/releases/18.06.4/targets/apm821xx/nand/openwrt-18.06.4-apm821xx-nand-meraki_mr24-initramfs-kernel.bin;15;14.74 MB
/releases/19.07.0/targets/ramips/mt7620/openwrt-19.07.0-ramips-mt7620-d240-initramfs-kernel.bin;15;34.45 MB
/releases/18.06.8/targets/lantiq/xway/openwrt-18.06.8-lantiq-xway-audiocodes_mp-252-squashfs-sysupgrade.bin;15;28.00 MB
/releases/19.07.4/targets/ramips/rt305x/openwrt-19.07.4-ramips-rt305x-hlk-rm04-squashfs-factory.bin;15;11.30 MB
/releases/18.06.7/targets/bcm53xx/generic/openwrt-18.06.7-bcm53xx-dlink-dir-885l-squashfs.bin;15;42.15 MB
/releases/18.06.2/targets/brcm63xx/generic/openwrt-18.06.2-brcm63xx-generic-A4001N1-squashfs-sysupgrade.bin;15;20.15 MB
/releases/18.06.8/targets/lantiq/falcon/openwrt-18.06.8-lantiq-falcon-lantiq_easy98000-nor-squashfs-sysupgrade.bin;15;17.00 MB
/releases/18.06.6/targets/lantiq/xrx200/openwrt-18.06.6-lantiq-xrx200-lantiq_easy80920-nand-squashfs-fullimage.bin;15;23.14 MB
/releases/18.06.4/targets/brcm63xx/smp/openwrt-18.06.4-brcm63xx-smp-96368MVWG-generic-squashfs-cfe.bin;15;24.14 MB
/releases/17.01.3/targets/ar71xx/generic/lede-17.01.3-ar71xx-generic-ap132-squashfs-sysupgrade.bin;15;19.65 MB
/releases/18.06.0-rc1/targets/ramips/mt7621/openwrt-18.06.0-rc1-ramips-mt7621-mir3g-squashfs-rootfs0.bin;15;25.75 MB
/releases/18.06.5/targets/ramips/rt305x/openwrt-18.06.5-ramips-rt305x-d105-initramfs-kernel.bin;15;24.85 MB
/snapshots/targets/lantiq/xrx200/u-boot-vgv7519_nor/u-boot.bin;15;2.03 MB
/releases/18.06.0/targets/ar71xx/generic/openwrt-18.06.0-ar71xx-generic-all0305-squashfs-sysupgrade.bin;15;31.64 MB
/releases/19.07.4/targets/brcm63xx/generic/openwrt-19.07.4-brcm63xx-generic-96338W-generic-squashfs-cfe.bin;15;25.61 MB
/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-ezviz_cs-w3-wd1200g-eup-squashfs-sysupgrade.bin;15;61.02 MB
/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-upvel_ur-336un-initramfs-kernel.bin;15;34.93 MB
/releases/17.01.5/targets/ramips/mt7620/lede-17.01.5-ramips-mt7620-ex2700-squashfs-sysupgrade.bin;15;20.01 MB
/releases/18.06.1/targets/brcm63xx/generic/openwrt-18.06.1-brcm63xx-generic-AR5381u-squashfs-cfe.bin;15;59.17 MB
/releases/18.06.8/targets/ar71xx/generic/openwrt-18.06.8-ar71xx-generic-tl-wr842n-v1-squashfs-sysupgrade.bin;15;32.75 MB
/releases/17.01.4/targets/ramips/mt7621/lede-17.01.4-ramips-mt7621-zbt-wg2626-initramfs-kernel.bin;15;32.06 MB
/releases/18.06.5/targets/ramips/rt3883/openwrt-18.06.5-ramips-rt3883-hpm-squashfs-sysupgrade.bin;15;24.28 MB
/releases/18.06.0-rc2/targets/ramips/mt7621/openwrt-18.06.0-rc2-ramips-mt7621-d-team_newifi-d2-squashfs-sysupgrade.bin;15;23.03 MB
/releases/17.01.0/targets/ar71xx/generic/lede-17.01.0-r3205-59508e3-ar71xx-generic-antrouter-r1-squashfs-factory.bin;15;43.39 MB
/releases/18.06.1/targets/ramips/mt7620/openwrt-18.06.1-ramips-mt7620-cf-wr800n-squashfs-sysupgrade.bin;15;24.12 MB
/releases/18.06.4/targets/lantiq/xway/openwrt-18.06.4-lantiq-xway-avm_fritz7320-initramfs-kernel.bin;15;24.23 MB
/releases/19.07.2/targets/ramips/mt7621/openwrt-19.07.2-ramips-mt7621-asus_rt-ac57u-squashfs-sysupgrade.bin;15;32.50 MB
/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-olimex_rt5350f-olinuxino-initramfs-kernel.bin;15;35.81 MB
/releases/18.06.4/targets/ar71xx/tiny/openwrt-18.06.4-ar71xx-tiny-rnx-n360rt-squashfs-factory.bin;15;22.46 MB
/releases/18.06.1/targets/ar71xx/tiny/openwrt-18.06.1-ar71xx-tiny-tl-wa801nd-v2-squashfs-factory.bin;15;24.25 MB
/releases/17.01.5/targets/ramips/mt7620/lede-17.01.5-ramips-mt7620-hc5761-squashfs-sysupgrade.bin;15;16.94 MB
/releases/18.06.8/targets/brcm47xx/generic/openwrt-18.06.8-brcm47xx-generic-linksys-wrt310n-v1-squashfs.bin;15;21.58 MB
/releases/19.07.2/targets/brcm47xx/generic/openwrt-19.07.2-brcm47xx-generic-linksys-e3000-v1-squashfs.bin;15;35.26 MB
/releases/18.06.8/targets/ramips/mt76x8/openwrt-18.06.8-ramips-mt76x8-wrtnode2p-squashfs-sysupgrade.bin;15;20.37 MB
/releases/18.06.4/targets/ramips/mt7621/openwrt-18.06.4-ramips-mt7621-elecom_wrc-1167ghbk2-s-initramfs-kernel.bin;15;27.81 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-dr531-squashfs-sysupgrade.bin;15;28.76 MB
/releases/17.01.1/targets/ar71xx/nand/lede-17.01.1-ar71xx-nand-uImage-lzma.bin;15;10.37 MB
/snapshots/targets/bcm63xx/generic/openwrt-bcm63xx-generic-sfr_neufbox-4-foxconn-r1-squashfs-cfe.bin;15;42.95 MB
/releases/19.07.0/targets/lantiq/xrx200/openwrt-19.07.0-lantiq-xrx200-tplink_tdw8980-squashfs-sysupgrade.bin;15;41.68 MB
/releases/18.06.0/targets/ar71xx/tiny/openwrt-18.06.0-ar71xx-tiny-tl-wa801nd-v2-squashfs-sysupgrade.bin;15;22.50 MB
/releases/18.06.7/targets/ar71xx/generic/openwrt-18.06.7-ar71xx-generic-all0315n-squashfs-sysupgrade.bin;15;24.82 MB
/releases/17.01.4/targets/brcm47xx/mips74k/lede-17.01.4-brcm47xx-mips74k-linksys-e1000-v1-v2-v2.1-squashfs.bin;15;26.69 MB
/releases/19.07.4/targets/ar71xx/tiny/openwrt-19.07.4-ar71xx-tiny-wnr2000-rootfs-squashfs.bin;15;16.59 MB
/releases/18.06.1/targets/ipq806x/generic/openwrt-18.06.1-ipq806x-qcom_ipq8064-ap148-legacy-squashfs-nand-sysupgrade.bin;15;32.96 MB
/releases/19.07.3/targets/lantiq/xrx200/openwrt-19.07.3-lantiq-xrx200-tplink_tdw8970-squashfs-sysupgrade.bin;15;48.95 MB
/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-fon_fonera-20n-initramfs-kernel.bin;15;35.15 MB
/releases/18.06.2/targets/ramips/mt7620/openwrt-18.06.2-ramips-mt7620-e1700-squashfs-factory.bin;15;20.54 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-eap300v2-squashfs-sysupgrade.bin;15;29.87 MB
/releases/18.06.4/targets/lantiq/xway/openwrt-18.06.4-lantiq-xway-zte_h201l-squashfs-sysupgrade.bin;15;36.06 MB
/releases/18.06.8/targets/ramips/mt7621/openwrt-18.06.8-ramips-mt7621-mikrotik_rbm33g-squashfs-sysupgrade.bin;15;17.25 MB
/releases/19.07.2/targets/ath79/generic/openwrt-19.07.2-ath79-generic-avm_fritz300e-squashfs-sysupgrade.bin;15;25.68 MB
/releases/18.06.0-rc1/targets/ar71xx/generic/openwrt-18.06.0-rc1-ar71xx-generic-archer-c25-v1-squashfs-sysupgrade.bin;15;23.14 MB
/releases/18.06.2/targets/ramips/mt7620/openwrt-18.06.2-ramips-mt7620-dlink_dwr-921-c1-squashfs-factory.bin;15;26.32 MB
/releases/18.06.0-rc1/targets/ar71xx/generic/openwrt-18.06.0-rc1-ar71xx-generic-archer-c59-v1-squashfs-sysupgrade.bin;15;26.32 MB
/releases/18.06.8/targets/at91/legacy/openwrt-18.06.8-at91-legacy-lmu5000-ubifs-factory.bin;15;53.50 MB
/releases/19.07.4/targets/ramips/rt305x/openwrt-19.07.4-ramips-rt305x-wnce2001-initramfs-kernel.bin;15;30.59 MB
/releases/19.07.3/targets/kirkwood/generic/openwrt-19.07.3-kirkwood-raidsonic_ib-nas62x0-squashfs-sysupgrade.bin;15;20.00 MB
/releases/18.06.4/targets/ramips/mt76x8/openwrt-18.06.4-ramips-mt76x8-tplink_tl-mr3420-v5-squashfs-tftp-recovery.bin;15;68.23 MB
/releases/18.06.8/targets/ramips/mt7620/openwrt-18.06.8-ramips-mt7620-e1700-squashfs-factory.bin;15;22.81 MB
/releases/18.06.1/targets/ipq806x/generic/openwrt-18.06.1-ipq806x-netgear_r7500-squashfs-sysupgrade.bin;15;39.15 MB
/releases/17.01.3/targets/lantiq/xway/lede-17.01.3-lantiq-xway-ARV7518PW-squashfs-sysupgrade.bin;15;31.22 MB
/releases/19.07.4/targets/brcm63xx/smp/openwrt-19.07.4-brcm63xx-smp-F5D7633-squashfs-cfe.bin;15;27.45 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-e558-v2-16M-squashfs-sysupgrade.bin;15;28.56 MB
/releases/18.06.7/targets/lantiq/xway/openwrt-18.06.7-lantiq-xway-arcadyan_arv752dpw22-initramfs-kernel.bin;15;17.25 MB
/releases/19.07.4/targets/brcm63xx/smp/openwrt-19.07.4-brcm63xx-smp-RTA1025W_16-squashfs-cfe.bin;15;27.92 MB
/releases/18.06.4/targets/at91/legacy/openwrt-18.06.4-at91-legacy-tny_a9263-squashfs-factory.bin;15;42.01 MB
/releases/19.07.2/targets/ramips/rt305x/openwrt-19.07.2-ramips-rt305x-rt-g32-b1-squashfs-sysupgrade.bin;15;43.42 MB
/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-mofinetwork_mofi3500-3gn-initramfs-kernel.bin;15;34.93 MB
/releases/18.06.7/targets/ipq806x/generic/openwrt-18.06.7-ipq806x-qcom_ipq8064-ap148-legacy-squashfs-nand-factory.bin;15;34.92 MB
/releases/19.07.3/targets/brcm47xx/mips74k/openwrt-19.07.3-brcm47xx-mips74k-linksys-e2500-v1-squashfs.bin;15;24.41 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-wzr-hp-g450h-squashfs-factory.bin;15;28.52 MB
/releases/18.06.1/targets/brcm63xx/generic/openwrt-18.06.1-brcm63xx-generic-AR5315u-squashfs-cfe.bin;15;53.28 MB
/releases/19.07.3/targets/ar71xx/mikrotik/openwrt-19.07.3-ar71xx-mikrotik-rb-nor-flash-16M-kernel.bin;15;13.32 MB
/releases/18.06.4/targets/ar71xx/tiny/openwrt-18.06.4-ar71xx-tiny-tl-wa801nd-v3-squashfs-factory.bin;15;22.46 MB
/releases/19.07.0/targets/ar71xx/tiny/openwrt-19.07.0-ar71xx-tiny-ens202ext-squashfs-sysupgrade.bin;15;26.42 MB
/releases/18.06.8/targets/ar71xx/generic/openwrt-18.06.8-ar71xx-generic-ap90q-squashfs-sysupgrade.bin;15;22.53 MB
/releases/17.01.4/targets/ramips/rt305x/lede-17.01.4-ramips-rt305x-all5003-initramfs-kernel.bin;15;17.88 MB
/releases/18.06.7/targets/ar71xx/generic/openwrt-18.06.7-ar71xx-generic-archer-c5-v1-squashfs-factory.bin;15;70.29 MB
/releases/18.06.8/targets/lantiq/xway/openwrt-18.06.8-lantiq-xway-arcadyan_arv752dpw-squashfs-sysupgrade.bin;15;32.30 MB
/releases/17.01.0/targets/ar71xx/generic/lede-17.01.0-r3205-59508e3-ar71xx-generic-alfa-nx-squashfs-sysupgrade.bin;15;29.78 MB
/releases/18.06.4/targets/brcm47xx/legacy/openwrt-18.06.4-brcm47xx-legacy-linksys-wrt150n-squashfs.bin;15;40.61 MB
/releases/18.06.1/targets/ipq806x/generic/openwrt-18.06.1-ipq806x-linksys_ea8500-squashfs-sysupgrade.bin;15;31.54 MB
/releases/19.07.3/targets/ath79/generic/openwrt-19.07.3-ath79-generic-aruba_ap-105-initramfs-kernel.bin;15;20.54 MB
/releases/18.06.4/targets/ramips/rt305x/openwrt-18.06.4-ramips-rt305x-a5-v11-squashfs-sysupgrade.bin;15;23.18 MB
/releases/18.06.0/targets/lantiq/xway/openwrt-18.06.0-lantiq-xway-arcadyan_arv4519pw-initramfs-kernel.bin;15;22.03 MB
/releases/17.01.3/targets/lantiq/xrx200/lede-17.01.3-lantiq-xrx200-VR200v-squashfs-sysupgrade.bin;15;18.33 MB
/releases/19.07.0/targets/ramips/mt7621/openwrt-19.07.0-ramips-mt7621-hc5962-squashfs-sysupgrade.bin;15;30.05 MB
/releases/19.07.4/targets/at91/sam9x/openwrt-19.07.4-at91-sam9x-usb_a9g20-squashfs-factory.bin;15;41.70 MB
/releases/18.06.1/targets/ipq40xx/generic/openwrt-18.06.1-ipq40xx-openmesh_a42-squashfs-sysupgrade.bin;15;34.78 MB
/releases/18.06.1/targets/ramips/mt7621/openwrt-18.06.1-ramips-mt7621-mir3g-squashfs-rootfs0.bin;15;22.89 MB
/releases/18.06.0/targets/ar71xx/tiny/openwrt-18.06.0-ar71xx-tiny-tl-wa801nd-v2-squashfs-factory.bin;15;18.87 MB
/releases/19.07.0-rc1/targets/ath79/generic/openwrt-19.07.0-rc1-ath79-generic-comfast_cf-e5-squashfs-sysupgrade.bin;15;26.98 MB
/releases/18.06.4/targets/mvebu/cortexa9/openwrt-18.06.4-mvebu-cortexa9-linksys-wrt1900acs-squashfs-sysupgrade.bin;15;25.66 MB
/releases/19.07.1/targets/ramips/mt7620/openwrt-19.07.1-ramips-mt7620-cs-qr10-initramfs-kernel.bin;15;29.23 MB
/releases/19.07.4/targets/lantiq/xrx200/openwrt-19.07.4-lantiq-xrx200-zyxel_p-2812hnu-f3-initramfs-kernel.bin;15;27.31 MB
/releases/18.06.5/targets/ar71xx/mikrotik/openwrt-18.06.5-ar71xx-mikrotik-rb-nor-flash-16M-initramfs-kernel.bin;15;19.29 MB
/releases/18.06.1/targets/ramips/mt7620/openwrt-18.06.1-ramips-mt7620-gl-mt300n-squashfs-sysupgrade.bin;15;22.89 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-n5q-squashfs-sysupgrade.bin;15;24.66 MB
/releases/18.06.4/targets/brcm63xx/generic/openwrt-18.06.4-brcm63xx-generic-BTV2110-squashfs-cfe.bin;15;18.35 MB
/releases/17.01.3/targets/lantiq/xrx200/lede-17.01.3-lantiq-xrx200-TDW8980-squashfs-sysupgrade.bin;15;19.79 MB
/releases/17.01.6/targets/kirkwood/generic/lede-17.01.6-kirkwood-linksys-viper-squashfs-factory.bin;15;20.61 MB
/releases/19.07.2/targets/ipq806x/generic/openwrt-19.07.2-ipq806x-generic-compex_wpq864-squashfs-nand-sysupgrade.bin;15;25.32 MB
/releases/18.06.4/targets/ar71xx/tiny/openwrt-18.06.4-ar71xx-tiny-tl-wa801nd-v1-squashfs-factory.bin;15;22.10 MB
/releases/18.06.2/targets/lantiq/xrx200/openwrt-18.06.2-lantiq-xrx200-zyxel_p-2812hnu-f1-squashfs-sysupgrade.bin;15;25.21 MB
/releases/18.06.4/targets/mvebu/cortexa9/openwrt-18.06.4-mvebu-cortexa9-globalscale-mirabox-initramfs-kernel.bin;15;25.75 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wa750re-v1-squashfs-factory.bin;15;23.89 MB
/releases/19.07.4/targets/ar71xx/nand/openwrt-19.07.4-ar71xx-nand-vmlinux.bin;15;41.89 MB
/releases/19.07.1/targets/ramips/mt7621/openwrt-19.07.1-ramips-mt7621-iodata_wn-ax1167gr-squashfs-sysupgrade.bin;15;24.95 MB
/releases/19.07.2/targets/brcm47xx/mips74k/openwrt-19.07.2-brcm47xx-mips74k-linksys-e2000-v1-squashfs.bin;15;28.38 MB
/snapshots/targets/kirkwood/generic/u-boot-goflexhome/u-boot.bin;15;5.05 MB
/releases/19.07.4/targets/brcm63xx/generic/openwrt-19.07.4-brcm63xx-generic-DV-201AMR-squashfs-cfe-old.bin;15;38.29 MB
/releases/17.01.0-rc1/targets/brcm47xx/generic/lede-17.01.0-rc1-r3042-ec095b5-brcm47xx-generic-linksys-wrt300n-v1.1-squashfs.bin;15;16.67 MB
/releases/18.06.7/targets/ar71xx/generic/openwrt-18.06.7-ar71xx-generic-archer-c59-v1-squashfs-factory.bin;15;23.67 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-archer-c58-v1-squashfs-sysupgrade.bin;15;31.66 MB
/releases/18.06.3/targets/ar71xx/tiny/openwrt-18.06.3-ar71xx-tiny-tl-wa730re-v1-squashfs-sysupgrade.bin;15;26.86 MB
/releases/17.01.0/targets/ar71xx/generic/lede-17.01.0-r3205-59508e3-ar71xx-generic-alfa-nx-squashfs-factory.bin;15;21.68 MB
/releases/19.07.2/targets/ramips/rt305x/openwrt-19.07.2-ramips-rt305x-carambola-initramfs-kernel.bin;15;24.46 MB
/snapshots/targets/lantiq/xway/u-boot-arv752dpw_nor/u-boot.bin;15;1.78 MB
/releases/18.06.8/targets/ar71xx/generic/openwrt-18.06.8-ar71xx-generic-archer-c60-v2-squashfs-factory.bin;15;28.19 MB
/releases/18.06.0-rc2/targets/ar71xx/generic/openwrt-18.06.0-rc2-ar71xx-generic-all0258n-squashfs-sysupgrade.bin;15;23.14 MB
/releases/18.06.5/targets/ramips/mt7621/openwrt-18.06.5-ramips-mt7621-mir3g-squashfs-kernel1.bin;15;19.00 MB
/releases/19.07.0-rc1/targets/ath79/generic/openwrt-19.07.0-rc1-ath79-generic-avm_fritz4020-initramfs-kernel.bin;15;25.90 MB
/releases/17.01.7/targets/ar71xx/generic/lede-17.01.7-ar71xx-generic-bhr-4grv2-squashfs-sysupgrade.bin;15;59.73 MB
/releases/17.01.7/targets/ramips/rt305x/lede-17.01.7-ramips-rt305x-3g-6200n-squashfs-sysupgrade.bin;15;33.95 MB
/releases/18.06.8/targets/brcm47xx/mips74k/openwrt-18.06.8-brcm47xx-mips74k-linksys-e1200-v1-squashfs.bin;15;22.83 MB
/releases/18.06.5/targets/ramips/mt7620/openwrt-18.06.5-ramips-mt7620-miwifi-mini-squashfs-sysupgrade.bin;15;22.54 MB
/releases/19.07.2/targets/lantiq/xway/openwrt-19.07.2-lantiq-xway-siemens_gigaset-sx76x-squashfs-sysupgrade.bin;15;16.82 MB
/releases/18.06.4/targets/lantiq/xrx200/openwrt-18.06.4-lantiq-xrx200-arcadyan_arv7519rw22-squashfs-sysupgrade.bin;15;44.94 MB
/releases/18.06.0/targets/ar7/generic/openwrt-18.06.0-ar7-generic-AG1B-squashfs-code.bin;15;22.79 MB
/releases/19.07.2/targets/lantiq/xway/openwrt-19.07.2-lantiq-xway-arcadyan_arv4510pw-squashfs-sysupgrade.bin;15;37.69 MB
/releases/17.01.7/targets/ramips/rt3883/lede-17.01.7-ramips-rt3883-tew-691gr-squashfs-sysupgrade.bin;15;13.14 MB
/releases/19.07.2/targets/ath79/generic/openwrt-19.07.2-ath79-generic-comfast_cf-e110n-v2-initramfs-kernel.bin;15;22.27 MB
/snapshots/targets/lantiq/xway/u-boot-arv752dpw22_brn/u-boot.bin;15;1.74 MB
/releases/19.07.3/targets/brcm63xx/smp/openwrt-19.07.3-brcm63xx-smp-96348GW-generic-squashfs-cfe-bc221.bin;15;23.82 MB
/releases/18.06.8/targets/ar71xx/generic/openwrt-18.06.8-ar71xx-generic-antminer-s3-squashfs-factory.bin;15;40.42 MB
/releases/19.07.4/targets/brcm63xx/smp/openwrt-19.07.4-brcm63xx-smp-SPW303V-squashfs-factory.bin;15;27.30 MB
/releases/18.06.5/targets/ramips/mt7621/openwrt-18.06.5-ramips-mt7621-rb750gr3-initramfs-kernel.bin;15;30.26 MB
/releases/18.06.4/targets/ipq40xx/generic/openwrt-18.06.4-ipq40xx-netgear_ex6150v2-squashfs-sysupgrade.bin;15;34.03 MB
/releases/18.06.8/targets/ar71xx/generic/openwrt-18.06.8-ar71xx-generic-archer-c7-v1-squashfs-factory.bin;15;37.03 MB
/releases/17.01.4/targets/oxnas/generic/lede-17.01.4-oxnas-akitio-ubifs-ubinized.bin;15;17.36 MB
/releases/17.01.0/targets/lantiq/xway/lede-17.01.0-r3205-59508e3-lantiq-xway-ACMP252-squashfs-sysupgrade.bin;15;22.48 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-t830-squashfs-sysupgrade.bin;15;32.44 MB
/releases/19.07.2/targets/ramips/mt7621/openwrt-19.07.2-ramips-mt7621-mikrotik_rbm11g-squashfs-sysupgrade.bin;15;35.94 MB
/releases/17.01.4/targets/ramips/rt305x/lede-17.01.4-ramips-rt305x-all5002-squashfs-sysupgrade.bin;15;21.41 MB
/releases/19.07.2/targets/lantiq/xway/openwrt-19.07.2-lantiq-xway-netgear_dgn3500-squashfs-sysupgrade-na.bin;15;33.37 MB
/releases/17.01.5/targets/brcm47xx/legacy/lede-17.01.5-brcm47xx-legacy-linksys-wrtsl54gs-squashfs.bin;15;26.43 MB
/releases/18.06.0/targets/lantiq/xway/openwrt-18.06.0-lantiq-xway-arcadyan_arv7518pw-initramfs-kernel.bin;15;16.80 MB
/releases/17.01.0/targets/ramips/mt7621/lede-17.01.0-r3205-59508e3-ramips-mt7621-dir-860l-b1-squashfs-factory.bin;15;24.54 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-cap324-squashfs-sysupgrade.bin;15;28.09 MB
/releases/18.06.4/targets/brcm63xx/generic/openwrt-18.06.4-brcm63xx-generic-DGND3700v1-squashfs-sysupgrade.bin;15;19.89 MB
/releases/19.07.1/targets/ramips/mt7620/openwrt-19.07.1-ramips-mt7620-dlink_dwr-118-a1-initramfs-kernel.bin;15;22.44 MB
/releases/17.01.3/targets/lantiq/xway/lede-17.01.3-lantiq-xway-FRITZ7320-initramfs-kernel.bin;15;16.09 MB
/releases/19.07.4/targets/brcm63xx/smp/openwrt-19.07.4-brcm63xx-smp-R5010UNv2-squashfs-cfe.bin;15;49.92 MB
/releases/18.06.8/targets/ramips/mt7621/openwrt-18.06.8-ramips-mt7621-gnubee_gb-pc1-initramfs-kernel.bin;15;24.34 MB
/releases/19.07.4/targets/lantiq/ase/openwrt-19.07.4-lantiq-ase-netgear_dgn1000b-squashfs-sysupgrade.bin;15;20.97 MB
/snapshots/targets/bcm63xx/generic/openwrt-bcm63xx-generic-sky_sr102-squashfs-cfe.bin;15;35.47 MB
/releases/19.07.1/targets/lantiq/falcon/openwrt-19.07.1-lantiq-falcon-lantiq_easy88388-squashfs-sysupgrade.bin;15;22.42 MB
/releases/17.01.2/targets/brcm47xx/legacy/lede-17.01.2-brcm47xx-legacy-huawei-e970-squashfs.bin;15;22.33 MB
/releases/17.01.0/targets/apm821xx/nand/lede-17.01.0-r3205-59508e3-apm821xx-nand-WNDR4700-initramfs-kernel.bin;15;20.43 MB
/releases/18.06.8/targets/bcm53xx/generic/openwrt-18.06.8-bcm53xx-buffalo-wzr-900dhp-squashfs.factory-DHP-EU.bin;15;31.26 MB
/releases/18.06.8/targets/ramips/mt7621/openwrt-18.06.8-ramips-mt7621-re350-v1-initramfs-kernel.bin;15;15.09 MB
/releases/19.07.1/targets/kirkwood/generic/openwrt-19.07.1-kirkwood-cloudengines_pogoplugv4-squashfs-factory.bin;15;17.04 MB
/releases/18.06.8/targets/lantiq/xway/openwrt-18.06.8-lantiq-xway-audiocodes_mp-252-initramfs-kernel.bin;15;18.67 MB
/releases/17.01.4/targets/ramips/mt7621/lede-17.01.4-ramips-mt7621-firewrt-initramfs-kernel.bin;15;24.57 MB
/releases/18.06.4/targets/ramips/mt7620/openwrt-18.06.4-ramips-mt7620-dlink_dwr-921-c3-squashfs-sysupgrade.bin;15;25.76 MB
/releases/18.06.8/targets/ramips/rt305x/openwrt-18.06.8-ramips-rt305x-dap-1350-initramfs-kernel.bin;15;26.52 MB
/snapshots/targets/ipq40xx/generic/u-boot-fritz3000/uboot-fritz3000.bin;15;4.33 MB
/releases/19.07.3/targets/ramips/mt7620/openwrt-19.07.3-ramips-mt7620-db-wrt01-initramfs-kernel.bin;15;32.66 MB
/releases/19.07.4/targets/brcm63xx/smp/openwrt-19.07.4-brcm63xx-smp-USR9108-squashfs-cfe.bin;15;32.30 MB
/releases/19.07.3/targets/ath79/generic/openwrt-19.07.3-ath79-generic-buffalo_wzr-hp-g450h-squashfs-sysupgrade.bin;15;24.62 MB
/releases/19.07.3/targets/ramips/mt76x8/openwrt-19.07.3-ramips-mt76x8-vocore2lite-squashfs-sysupgrade.bin;15;35.70 MB
/releases/19.07.4/targets/ramips/rt305x/openwrt-19.07.4-ramips-rt305x-nw718-squashfs-sysupgrade.bin;15;29.66 MB
/releases/17.01.4/targets/ar71xx/generic/lede-17.01.4-ar71xx-generic-a02-rb-w300n-squashfs-factory.bin;15;22.20 MB
/releases/18.06.0-rc1/targets/ar71xx/generic/openwrt-18.06.0-rc1-ar71xx-generic-ap121f-squashfs-sysupgrade.bin;15;26.92 MB
/releases/19.07.4/targets/ramips/rt305x/openwrt-19.07.4-ramips-rt305x-ur-336un-initramfs-kernel.bin;15;28.73 MB
/releases/18.06.0-rc1/targets/lantiq/falcon/openwrt-18.06.0-rc1-lantiq-falcon-lantiq_easy88444-squashfs-sysupgrade.bin;15;21.51 MB
/releases/17.01.0-rc1/targets/lantiq/xrx200/lede-17.01.0-rc1-r3042-ec095b5-lantiq-xrx200-VGV7510KW22BRN-squashfs-factory.bin;15;26.16 MB
/releases/17.01.7/targets/lantiq/xrx200/lede-17.01.7-lantiq-xrx200-TDW8970-squashfs-sysupgrade.bin;15;36.25 MB
/releases/19.07.2/targets/oxnas/ox820/openwrt-19.07.2-oxnas-ox820-mitrastar_stg-212-squashfs-ubinized.bin;15;19.78 MB
/releases/18.06.8/targets/ar71xx/generic/openwrt-18.06.8-ar71xx-generic-ap121-16M-squashfs-sysupgrade.bin;15;66.01 MB
/releases/19.07.1/targets/brcm47xx/generic/openwrt-19.07.1-brcm47xx-generic-linksys-wrt610n-v2-squashfs.bin;15;30.50 MB
/releases/19.07.4/targets/lantiq/xway/u-boot-arv7510pw_nor/u-boot.bin;15;1.76 MB
/releases/18.06.7/targets/ar7/generic/openwrt-18.06.7-ar7-generic-AG1A-squashfs-code.bin;15;20.42 MB
/releases/18.06.8/targets/mvebu/cortexa9/openwrt-18.06.8-mvebu-cortexa9-armada-388-clearfog-base-initramfs-kernel.bin;15;23.53 MB
/releases/18.06.8/targets/ar71xx/generic/openwrt-18.06.8-ar71xx-generic-tl-wdr3600-v1-squashfs-factory.bin;15;69.94 MB
/releases/18.06.1/targets/lantiq/xway/openwrt-18.06.1-lantiq-xway-buffalo_wbmr-hp-g300h-b-initramfs-kernel.bin;15;16.21 MB
/releases/18.06.8/targets/lantiq/falcon/openwrt-18.06.8-lantiq-falcon-lantiq_easy98035synce-squashfs-sysupgrade.bin;15;19.86 MB
