Image;Hits;206 Hits;Hits combined;Bandwidth;Avg. Size
/releases/18.06.0/targets/mvebu/cortexa9/openwrt-18.06.0-mvebu-cortexa9-armada-388-clearfog-pro-squashfs-sdcard.img.gz;2;0;2;4.66 MB;2.33 MB
/releases/19.07.2/targets/tegra/generic/openwrt-19.07.2-tegra-compulab_trimslice-ext4-sdcard.img.gz;2;0;2;12.88 MB;6.44 MB
/releases/18.06.2/targets/sunxi/cortexa7/openwrt-18.06.2-sunxi-cortexa7-sun7i-a20-olinuxino-lime2-squashfs-sdcard.img.gz;2;0;2;4.71 MB;2.36 MB
/releases/17.01.7/targets/zynq/generic/lede-17.01.7-zynq-zc702-uramdisk.image.gz;2;0;2;255.50 KB;127.75 KB
/releases/18.06.6/targets/ar71xx/nand/openwrt-18.06.6-ar71xx-nand-wndr4300-squashfs-sysupgrade.tar;2;0;2;4.70 MB;2.35 MB
/releases/18.06.2/targets/at91/legacy/openwrt-18.06.2-at91-legacy-usb_a9g20-ext4-factory.bin.gz;2;0;2;5.61 MB;2.80 MB
/releases/17.01.1/targets/zynq/generic/lede-17.01.1-zynq-rootfs.tar.gz;2;0;2;383.50 KB;191.75 KB
/releases/19.07.1/targets/zynq/generic/openwrt-19.07.1-zynq-avnet_zynq-zed-squashfs-sdcard.img.gz;2;0;2;6.02 MB;3.01 MB
/releases/19.07.2/targets/sunxi/cortexa7/openwrt-19.07.2-sunxi-cortexa7-sun7i-a20-bananapro-squashfs-sdcard.img.gz;2;0;2;10.83 MB;5.42 MB
/releases/17.01.1/targets/sunxi/generic/lede-17.01.1-sunxi-sun8i-h3-orangepi-plus-squashfs-sdcard.img.gz;2;0;2;431.50 KB;215.75 KB
/releases/19.07.2/targets/sunxi/cortexa7/openwrt-19.07.2-sunxi-cortexa7-sun7i-a20-olinuxino-lime2-squashfs-sdcard.img.gz;2;0;2;9.74 MB;4.87 MB
/releases/18.06.3/targets/mxs/generic/openwrt-18.06.3-mxs-root.ext4.gz;2;0;2;5.42 MB;2.71 MB
/releases/17.01.5/targets/imx6/generic/lede-17.01.5-imx6-ventana-squashfs-bootfs.tar.gz;2;0;2;2.07 MB;1.04 MB
/releases/17.01.4/targets/rb532/generic/lede-17.01.4-rb532-default-rootfs.tar.gz;2;0;2;479.50 KB;239.75 KB
/releases/19.07.0-rc1/targets/mvebu/cortexa9/openwrt-19.07.0-rc1-mvebu-cortexa9-solidrun_clearfog-base-a1-squashfs-sdcard.img.gz;2;0;2;4.97 MB;2.49 MB
/releases/19.07.3/targets/sunxi/cortexa53/openwrt-19.07.3-sunxi-cortexa53-sun50i-h5-orangepi-zero-plus-squashfs-sdcard.img.gz;2;0;2;6.06 MB;3.03 MB
/releases/18.06.6/targets/sunxi/cortexa7/openwrt-18.06.6-sunxi-cortexa7-sun7i-a20-pcduino3-squashfs-sdcard.img.gz;2;0;2;4.98 MB;2.49 MB
/snapshots/faillogs/mips_24kc/packages/frr/host-compile.txt;2;0;2;15.90 KB;7.95 KB
/releases/17.01.0-rc2/targets/sunxi/generic/lede-17.01.0-rc2-r3131-42f3c1f-sunxi-sun5i-a13-olinuxino-squashfs-sdcard.img.gz;2;0;2;2.81 MB;1.41 MB
/releases/18.06.0/targets/sunxi/cortexa7/openwrt-18.06.0-sunxi-cortexa7-sun7i-a20-bananapro-ext4-sdcard.img.gz;2;0;2;6.18 MB;3.09 MB
/releases/19.07.0/targets/ar71xx/nand/openwrt-19.07.0-ar71xx-nand-wndr4300-squashfs-sysupgrade.tar;2;0;2;9.02 MB;4.51 MB
/releases/17.01.5/targets/gemini/raidsonic/lede-17.01.5-gemini-raidsonic-nas4220-hddapp.tgz;2;0;2;13.00 MB;6.50 MB
/releases/18.06.1/targets/oxnas/ox820/openwrt-18.06.1-oxnas-ox820-akitio-mycloud-squashfs-sysupgrade.tar;2;0;2;1.42 MB;727.54 KB
/releases/19.07.2/targets/sunxi/cortexa8/openwrt-19.07.2-sunxi-cortexa8-sun4i-a10-cubieboard-ext4-sdcard.img.gz;2;0;2;11.15 MB;5.58 MB
/releases/18.06.3/targets/at91/legacy/openwrt-18.06.3-at91-legacy-usb_a9263-ext4-factory.bin.gz;2;0;2;5.63 MB;2.81 MB
/snapshots/faillogs/i386_pentium-mmx/packages/frr/host-compile.txt;2;0;2;15.90 KB;7.95 KB
/releases/18.06.6/targets/sunxi/cortexa7/openwrt-18.06.6-sunxi-cortexa7-sun8i-h3-nanopi-m1-plus-squashfs-sdcard.img.gz;2;0;2;5.71 MB;2.86 MB
/releases/17.01.4/targets/x86/legacy/lede-17.01.4-x86-legacy-combined-ext4.img.gz;2;0;2;2.58 MB;1.29 MB
/releases/17.01.6/targets/sunxi/generic/lede-17.01.6-sunxi-sun5i-a13-olimex-som-squashfs-sdcard.img.gz;2;0;2;255.50 KB;127.75 KB
/releases/18.06.3/targets/at91/legacy/openwrt-18.06.3-at91-legacy-rootfs.tar.gz;2;0;2;2.15 MB;1.07 MB
/releases/18.06.1/targets/at91/legacy/openwrt-18.06.1-at91-legacy-tny_a9g20-ext4-factory.bin.gz;2;0;2;5.70 MB;2.85 MB
/releases/18.06.1/targets/at91/legacy/openwrt-18.06.1-at91-legacy-at91sam9g25ek-ext4-root.ubi.gz;2;0;2;2.49 MB;1.24 MB
/releases/18.06.6/targets/arc770/generic/openwrt-18.06.6-arc770-generic-Default-sdcard-vfat-ext4.img.gz;2;0;2;4.97 MB;2.49 MB
/releases/17.01.0-rc1/targets/oxnas/generic/lede-17.01.0-rc1-r3042-ec095b5-oxnas-akitio-squashfs-sysupgrade.tar;2;0;2;3.06 MB;1.53 MB
/releases/19.07.1/targets/at91/sama5/openwrt-19.07.1-at91-sama5-at91-sama5d2_ptc_ek-ext4-sdcard.img.gz;2;0;2;6.09 MB;3.05 MB
/releases/18.06.7/targets/at91/legacy/openwrt-18.06.7-at91-legacy-at91sam9x35ek-ext4-root.ubi.gz;2;0;2;2.51 MB;1.26 MB
/releases/18.06.5/targets/at91/sama5d2/openwrt-18.06.5-at91-sama5d2-at91-sama5d27_som1_ek-ext4-root.ubi.gz;2;0;2;2.42 MB;1.21 MB
/releases/18.06.3/targets/at91/sama5d2/openwrt-18.06.3-at91-sama5d2-at91-sama5d27_som1_ek-ext4-root.ubi.gz;2;0;2;2.49 MB;1.25 MB
/releases/18.06.3/targets/oxnas/ox820/openwrt-18.06.3-oxnas-ox820-cloudengines-pogoplug-pro-ubifs-sysupgrade.tar;2;0;2;7.96 MB;3.98 MB
/releases/17.01.0-rc1/targets/zynq/generic/lede-17.01.0-rc1-r3042-ec095b5-zynq-zc702-uramdisk.image.gz;2;0;2;255.49 KB;127.75 KB
/releases/18.06.7/targets/at91/legacy/openwrt-18.06.7-at91-legacy-rootfs.tar.gz;2;0;2;2.15 MB;1.08 MB
/releases/18.06.3/targets/sunxi/cortexa7/openwrt-18.06.3-sunxi-cortexa7-sun7i-a20-bananapro-ext4-sdcard.img.gz;2;0;2;6.22 MB;3.11 MB
/releases/17.01.0/targets/sunxi/generic/lede-17.01.0-r3205-59508e3-sunxi-sun4i-a10-olinuxino-lime-squashfs-sdcard.img.gz;2;0;2;223.50 KB;111.75 KB
/releases/19.07.0-rc2/targets/zynq/generic/openwrt-19.07.0-rc2-zynq-avnet_zynq-zed-squashfs-sdcard.img.gz;2;0;2;6.01 MB;3.01 MB
/releases/19.07.2/targets/x86/geode/openwrt-19.07.2-x86-geode-combined-squashfs.img.gz;2;0;2;6.57 MB;3.28 MB
/releases/17.01.2/targets/sunxi/generic/lede-17.01.2-sunxi-sun7i-a20-bananapi-ext4-sdcard.img.gz;2;0;2;527.50 KB;263.75 KB
/releases/18.06.3/targets/mvebu/cortexa9/openwrt-18.06.3-mvebu-cortexa9-armada-388-clearfog-base-squashfs-sdcard.img.gz;2;0;2;4.84 MB;2.42 MB
/releases/19.07.0/targets/brcm2708/bcm2708/openwrt-19.07.0-brcm2708-bcm2708-rpi-squashfs-factory.img.gz;2;0;2;20.66 MB;10.33 MB
/releases/17.01.2/targets/imx6/generic/lede-17.01.2-imx6-rootfs.tar.gz;2;0;2;607.50 KB;303.75 KB
/releases/18.06.5/targets/at91/legacy/openwrt-18.06.5-at91-legacy-lmu5000-ext4-factory.bin.gz;2;0;2;5.66 MB;2.83 MB
/releases/17.01.0/targets/mediatek/generic/lede-17.01.0-r3205-59508e3-mediatek-eMMC-sysupgrade.tar;2;0;2;7.22 MB;3.61 MB
/releases/18.06.1/targets/at91/sama5d4/openwrt-18.06.1-at91-sama5d4-rootfs.tar.gz;2;0;2;2.12 MB;1.06 MB
/releases/17.01.0-rc2/targets/mvebu/generic/lede-17.01.0-rc2-r3131-42f3c1f-mvebu-armada-388-clearfog-sdcard.img.gz;2;0;2;2.55 MB;1.27 MB
/releases/19.07.2/targets/oxnas/ox820/openwrt-19.07.2-oxnas-ox820-cloudengines_pogoplugpro-ubifs-sysupgrade.tar;2;0;2;1.44 MB;735.54 KB
/releases/18.06.3/targets/sunxi/cortexa7/openwrt-18.06.3-sunxi-cortexa7-sun7i-a20-cubietruck-ext4-sdcard.img.gz;2;0;2;6.25 MB;3.12 MB
/releases/18.06.0/targets/at91/sama5d2/openwrt-18.06.0-at91-sama5d2-at91-sama5d2_xplained-ext4-sdcard.img.gz;2;0;2;5.68 MB;2.84 MB
/releases/18.06.6/targets/at91/sama5d3/openwrt-18.06.6-at91-sama5d3-rootfs.tar.gz;2;0;2;2.12 MB;1.06 MB
/releases/19.07.0-rc1/targets/mvebu/cortexa53/openwrt-19.07.0-rc1-mvebu-cortexa53-marvell_armada-3720-db-squashfs-sdcard.img.gz;2;0;2;5.74 MB;2.87 MB
/releases/17.01-SNAPSHOT/targets/sunxi/generic/lede-17.01-snapshot-r4046-beaa2ec-sunxi-sun4i-a10-cubieboard-squashfs-sdcard.img.gz;2;0;2;271.49 KB;135.75 KB
/releases/17.01.4/targets/sunxi/generic/lede-17.01.4-sunxi-sun6i-a31-m9-squashfs-sdcard.img.gz;2;0;2;431.50 KB;215.75 KB
/releases/18.06.1/targets/x86/generic/openwrt-18.06.1-x86-generic-rootfs-ext4.img.gz;2;0;2;3.16 MB;1.58 MB
/releases/19.07.2/targets/at91/sam9x/openwrt-19.07.2-at91-sam9x-tny_a9g20-ext4-factory.bin.gz;2;0;2;6.01 MB;3.01 MB
/releases/18.06.5/targets/at91/legacy/openwrt-18.06.5-at91-legacy-wb45n-ext4-root.ubi.gz;2;0;2;3.64 MB;1.82 MB
/releases/18.06.5/targets/sunxi/cortexa53/openwrt-18.06.5-sunxi-cortexa53-sun50i-h5-nanopi-neo-plus2-ext4-sdcard.img.gz;2;0;2;6.55 MB;3.28 MB
/releases/17.01.2/targets/oxnas/generic/lede-17.01.2-oxnas-akitio-squashfs-sysupgrade.tar;2;0;2;319.50 KB;159.75 KB
/releases/18.06.1/targets/sunxi/cortexa7/openwrt-18.06.1-sunxi-cortexa7-sun8i-h3-nanopi-neo-squashfs-sdcard.img.gz;2;0;2;4.66 MB;2.33 MB
/releases/17.01.0/targets/sunxi/generic/lede-17.01.0-r3205-59508e3-sunxi-sun4i-a10-pcduino-ext4-sdcard.img.gz;2;0;2;351.50 KB;175.75 KB
/releases/18.06.6/targets/omap/generic/openwrt-18.06.6-omap-am335x-boneblack-ext4-sdcard.img.gz;2;0;2;5.93 MB;2.97 MB
/releases/19.07.2/targets/at91/sam9x/openwrt-19.07.2-at91-sam9x-at91sam9g15ek-ext4-root.ubi.gz;2;0;2;2.64 MB;1.32 MB
/releases/17.01.4/targets/sunxi/generic/lede-17.01.4-sunxi-sun4i-a10-pcduino-squashfs-sdcard.img.gz;2;0;2;367.50 KB;183.75 KB
/releases/19.07.2/targets/oxnas/ox820/openwrt-19.07.2-oxnas-ox820-mitrastar_stg-212-squashfs-sysupgrade.tar;2;0;2;1.50 MB;767.54 KB
/releases/18.06.4/targets/omap/generic/openwrt-18.06.4-omap-omap4-panda-ext4-sdcard.img.gz;2;0;2;5.89 MB;2.95 MB
/releases/18.06.0-rc1/targets/pistachio/generic/openwrt-18.06.0-rc1-pistachio-marduk-squashfs-sysupgrade.tar;2;0;2;7.61 MB;3.81 MB
/releases/18.06.5/targets/sunxi/cortexa53/openwrt-18.06.5-sunxi-cortexa53-sun50i-a64-sopine-baseboard-ext4-sdcard.img.gz;2;0;2;6.55 MB;3.27 MB
/releases/17.01.0-rc2/targets/sunxi/generic/lede-17.01.0-rc2-r3131-42f3c1f-sunxi-sun6i-a31-m9-ext4-sdcard.img.gz;2;0;2;2.72 MB;1.36 MB
/releases/18.06.6/targets/ramips/mt7621/openwrt-18.06.6-ramips-mt7621-ubnt-erx-squashfs-sysupgrade.tar;2;0;2;3.63 MB;1.81 MB
/releases/18.06.3/targets/imx6/generic/openwrt-18.06.3-imx6-ventana-squashfs-bootfs.tar.gz;2;0;2;1.42 MB;727.54 KB
/releases/18.06.2/targets/at91/sama5d2/openwrt-18.06.2-at91-sama5d2-at91-sama5d2_ptc_ek-ext4-sdcard.img.gz;2;0;2;5.73 MB;2.87 MB
/releases/17.01.5/targets/at91/sama5d3/lede-17.01.5-at91-sama5d3-at91sama5d3xplained-rootfs.tar.gz;2;0;2;2.24 MB;1.12 MB
/releases/17.01.1/targets/sunxi/generic/lede-17.01.1-sunxi-sun7i-a20-olinuxino-lime-ext4-sdcard.img.gz;2;0;2;399.50 KB;199.75 KB
/releases/18.06.6/targets/at91/legacy/openwrt-18.06.6-at91-legacy-at91sam9263ek-ext4-zImage.gz;2;0;2;3.36 MB;1.68 MB
/releases/18.06.5/targets/at91/sama5d4/openwrt-18.06.5-at91-sama5d4-rootfs.tar.gz;2;0;2;2.03 MB;1.01 MB
/releases/19.07.2/targets/omap/generic/openwrt-19.07.2-omap-ti_omap4-panda-ext4-sdcard.img.gz;2;0;2;1.42 MB;727.54 KB
/releases/17.01.4/targets/zynq/generic/lede-17.01.4-zynq-zc702-uramdisk.image.gz;2;0;2;415.50 KB;207.75 KB
/releases/19.07.3/targets/sunxi/cortexa7/openwrt-19.07.3-sunxi-cortexa7-sun8i-h3-orangepi-pc-plus-squashfs-sdcard.img.gz;2;0;2;4.90 MB;2.45 MB
/releases/19.07.0-rc2/targets/sunxi/cortexa7/openwrt-19.07.0-rc2-sunxi-cortexa7-sun8i-h3-orangepi-2-squashfs-sdcard.img.gz;2;0;2;5.07 MB;2.53 MB
/releases/18.06.7/targets/imx6/generic/openwrt-18.06.7-imx6-rootfs.tar.gz;2;0;2;2.08 MB;1.04 MB
/releases/18.06.0/targets/sunxi/cortexa7/openwrt-18.06.0-sunxi-cortexa7-sun8i-h3-orangepi-2-ext4-sdcard.img.gz;2;0;2;5.40 MB;2.70 MB
/releases/19.07.2/targets/x86/legacy/openwrt-19.07.2-x86-legacy-rootfs-ext4.img.gz;2;0;2;6.28 MB;3.14 MB
/releases/17.01.1/targets/sunxi/generic/lede-17.01.1-sunxi-sun4i-a10-cubieboard-ext4-sdcard.img.gz;2;0;2;319.50 KB;159.75 KB
/releases/18.06.2/targets/sunxi/cortexa53/openwrt-18.06.2-sunxi-cortexa53-sun50i-a64-pine64-plus-squashfs-sdcard.img.gz;2;0;2;5.75 MB;2.87 MB
/releases/18.06.5/targets/mvebu/cortexa53/openwrt-18.06.5-mvebu-cortexa53-globalscale-espressobin-squashfs-sdcard.img.gz;2;0;2;5.50 MB;2.75 MB
/releases/18.06.2/targets/at91/legacy/openwrt-18.06.2-at91-legacy-at91sam9g15ek-ext4-root.ubi.gz;2;0;2;2.51 MB;1.26 MB
/releases/18.06.6/targets/sunxi/cortexa53/openwrt-18.06.6-sunxi-cortexa53-sun50i-a64-pine64-plus-ext4-sdcard.img.gz;2;0;2;6.55 MB;3.28 MB
/releases/19.07.1/targets/sunxi/cortexa7/openwrt-19.07.1-sunxi-cortexa7-sun7i-a20-pcduino3-ext4-sdcard.img.gz;2;0;2;6.37 MB;3.19 MB
/releases/18.06.5/targets/armvirt/32/openwrt-18.06.5-armvirt-32-default-rootfs.tar.gz;2;0;2;1.99 MB;1020.83 KB
/releases/17.01.0/targets/sunxi/generic/lede-17.01.0-r3205-59508e3-sunxi-sun7i-a20-bananapro-squashfs-sdcard.img.gz;2;0;2;431.50 KB;215.75 KB
/releases/18.06.7/targets/omap/generic/openwrt-18.06.7-omap-omap3-beagle-ext4-sdcard.img.gz;2;0;2;6.01 MB;3.01 MB
/releases/18.06.1/targets/sunxi/cortexa8/openwrt-18.06.1-sunxi-cortexa8-sun4i-a10-marsboard-squashfs-sdcard.img.gz;2;0;2;4.55 MB;2.28 MB
/releases/faillogs-18.06/arc_archs/packages/icu/host-compile.txt;2;0;2;163.92 KB;81.96 KB
/releases/18.06.3/targets/at91/legacy/openwrt-18.06.3-at91-legacy-at91sam9m10g45ek-ext4-root.ubi.gz;2;0;2;2.51 MB;1.26 MB
/releases/19.07.3/targets/octeon/generic/openwrt-19.07.3-octeon-er-squashfs-sysupgrade.tar;2;0;2;17.68 MB;8.84 MB
/releases/17.01.1/targets/rb532/generic/lede-17.01.1-rb532-default-rootfs.tar.gz;2;0;2;223.50 KB;111.75 KB
/releases/18.06.1/targets/at91/legacy/openwrt-18.06.1-at91-legacy-tny_a9263-ext4-factory.bin.gz;2;0;2;5.58 MB;2.79 MB
/releases/17.01.1/targets/oxnas/generic/lede-17.01.1-oxnas-akitio-squashfs-sysupgrade.tar;2;0;2;335.50 KB;167.75 KB
/releases/19.07.1/targets/at91/sam9x/openwrt-19.07.1-at91-sam9x-tny_a9g20-ext4-factory.bin.gz;2;0;2;6.02 MB;3.01 MB
/releases/19.07.3/targets/mediatek/mt7623/openwrt-19.07.3-mediatek-mt7623-7623a-unielec-u7623-02-emmc-512m-squashfs-sysupgrade-emmc.bin.gz;2;0;2;5.22 MB;2.61 MB
/releases/18.06.6/targets/sunxi/cortexa8/openwrt-18.06.6-sunxi-cortexa8-sun4i-a10-marsboard-squashfs-sdcard.img.gz;2;0;2;4.57 MB;2.29 MB
/releases/18.06.7/targets/at91/sama5d2/openwrt-18.06.7-at91-sama5d2-at91-sama5d2_ptc_ek-ext4-sdcard.img.gz;2;0;2;1.89 MB;967.54 KB
/releases/19.07.0-rc1/targets/mvebu/cortexa53/openwrt-19.07.0-rc1-mvebu-cortexa53-globalscale_espressobin-v7-ext4-sdcard.img.gz;2;0;2;6.53 MB;3.26 MB
/releases/18.06.5/targets/brcm2708/bcm2710/openwrt-18.06.5-brcm2708-bcm2710-rpi-3-ext4-sysupgrade.img.gz;2;0;2;17.68 MB;8.84 MB
/releases/18.06.0/targets/sunxi/cortexa8/openwrt-18.06.0-sunxi-cortexa8-sun4i-a10-marsboard-squashfs-sdcard.img.gz;2;0;2;4.55 MB;2.28 MB
/releases/18.06.2/targets/sunxi/cortexa7/openwrt-18.06.2-sunxi-cortexa7-sun7i-a20-pcduino3-ext4-sdcard.img.gz;2;0;2;5.94 MB;2.97 MB
/releases/19.07.0-rc2/targets/armvirt/32/openwrt-19.07.0-rc2-armvirt-32-root.ext4.gz;2;0;2;2.43 MB;1.21 MB
/releases/17.01.0/targets/omap/generic/lede-17.01.0-r3205-59508e3-omap-default-rootfs.tar.gz;2;0;2;271.50 KB;135.75 KB
/releases/18.06.3/targets/omap/generic/openwrt-18.06.3-omap-omap3-beagle-ext4-sdcard.img.gz;2;0;2;6.02 MB;3.01 MB
/releases/18.06.3/targets/sunxi/cortexa8/openwrt-18.06.3-sunxi-cortexa8-sun4i-a10-marsboard-ext4-sdcard.img.gz;2;0;2;5.40 MB;2.70 MB
/releases/18.06.0-rc1/targets/ar71xx/nand/openwrt-18.06.0-rc1-ar71xx-nand-r6100-squashfs-sysupgrade.tar;2;0;2;8.01 MB;4.00 MB
/releases/17.01.0-rc1/targets/kirkwood/generic/lede-17.01.0-rc1-r3042-ec095b5-kirkwood-dockstar-squashfs-sysupgrade.tar;2;0;2;2.86 MB;1.43 MB
/releases/17.01.0/targets/kirkwood/generic/lede-17.01.0-r3205-59508e3-kirkwood-iconnect-squashfs-sysupgrade.tar;2;0;2;3.52 MB;1.76 MB
/releases/19.07.0-rc2/targets/sunxi/cortexa7/openwrt-19.07.0-rc2-sunxi-cortexa7-sun8i-h3-orangepi-one-squashfs-sdcard.img.gz;2;0;2;4.92 MB;2.46 MB
/releases/18.06.1/targets/at91/legacy/openwrt-18.06.1-at91-legacy-at91sam9m10g45ek-ext4-root.ubi.gz;2;0;2;2.50 MB;1.25 MB
/releases/18.06.5/targets/oxnas/ox820/openwrt-18.06.5-oxnas-ox820-akitio-mycloud-ubifs-sysupgrade.tar;2;0;2;8.31 MB;4.16 MB
/releases/18.06.2/targets/oxnas/ox820/openwrt-18.06.2-oxnas-ox820-akitio-mycloud-ubifs-sysupgrade.tar;2;0;2;1.56 MB;799.54 KB
/releases/18.06.2/targets/ramips/mt7621/openwrt-18.06.2-ramips-mt7621-ubnt-erx-squashfs-sysupgrade.tar;2;0;2;6.74 MB;3.37 MB
/releases/17.01.1/targets/oxnas/generic/lede-17.01.1-oxnas-pogoplug-v3-squashfs-sysupgrade.tar;2;0;2;607.50 KB;303.75 KB
/releases/19.07.1/targets/gemini/generic/openwrt-19.07.1-gemini-raidsonic_ib-4220-b-ext4-factory.bin.gz;2;0;2;8.31 MB;4.16 MB
/releases/17.01.4/targets/sunxi/generic/lede-17.01.4-sunxi-sun7i-a20-cubietruck-squashfs-sdcard.img.gz;2;0;2;207.50 KB;103.75 KB
/releases/18.06.0-rc2/targets/apm821xx/nand/openwrt-18.06.0-rc2-apm821xx-nand-meraki_mx60-squashfs-sysupgrade.tar;2;0;2;8.09 MB;4.04 MB
/releases/18.06.2/targets/imx6/generic/openwrt-18.06.2-imx6-ventana-squashfs-bootfs.tar.gz;2;0;2;2.56 MB;1.28 MB
/releases/19.07.2/targets/sunxi/cortexa7/openwrt-19.07.2-sunxi-cortexa7-sun8i-h3-orangepi-2-ext4-sdcard.img.gz;2;0;2;11.22 MB;5.61 MB
/releases/18.06.5/targets/sunxi/cortexa7/openwrt-18.06.5-sunxi-cortexa7-sun7i-a20-bananapi-squashfs-sdcard.img.gz;2;0;2;4.65 MB;2.32 MB
/releases/18.06.0/targets/omap/generic/openwrt-18.06.0-omap-rootfs.tar.gz;2;0;2;2.08 MB;1.04 MB
/releases/18.06.2/targets/mxs/generic/openwrt-18.06.2-mxs-root.ext4.gz;2;0;2;1.53 MB;783.54 KB
/snapshots/faillogs/arm_cortex-a9_neon/packages/perl-inline/host-compile.txt;2;0;2;4.26 KB;2.13 KB
/releases/18.06.3/targets/at91/legacy/openwrt-18.06.3-at91-legacy-wb45n-ext4-root.ubi.gz;2;0;2;3.72 MB;1.86 MB
/releases/18.06.4/targets/at91/sama5d2/openwrt-18.06.4-at91-sama5d2-at91-sama5d2_ptc_ek-ext4-sdcard.img.gz;2;0;2;5.73 MB;2.87 MB
/releases/17.01.2/targets/sunxi/generic/lede-17.01.2-sunxi-sun4i-a10-cubieboard-squashfs-sdcard.img.gz;2;0;2;335.50 KB;167.75 KB
/releases/18.06.3/targets/at91/sama5d3/openwrt-18.06.3-at91-sama5d3-at91-sama5d3_xplained-ext4-zImage.gz;2;0;2;3.19 MB;1.59 MB
/releases/18.06.9/targets/brcm2708/bcm2708/openwrt-18.06.9-brcm2708-bcm2708-rpi-squashfs-factory.img.gz;2;0;2;15.25 MB;7.63 MB
/releases/18.06.1/targets/brcm2708/bcm2709/openwrt-18.06.1-brcm2708-bcm2709-rpi-2-ext4-sysupgrade.img.gz;2;0;2;11.37 MB;5.68 MB
/releases/18.06.4/targets/sunxi/cortexa7/openwrt-18.06.4-sunxi-cortexa7-sun7i-a20-bananapro-squashfs-sdcard.img.gz;2;0;2;5.38 MB;2.69 MB
/releases/18.06.5/targets/at91/legacy/openwrt-18.06.5-at91-legacy-at91sam9g15ek-ext4-root.ubi.gz;2;0;2;2.43 MB;1.22 MB
/releases/18.06.7/targets/oxnas/ox820/openwrt-18.06.7-oxnas-ox820-mitrastar-stg212-squashfs-sysupgrade.tar;2;0;2;5.07 MB;2.54 MB
/releases/18.06.2/targets/sunxi/cortexa53/openwrt-18.06.2-sunxi-cortexa53-sun50i-h5-nanopi-neo-plus2-squashfs-sdcard.img.gz;2;0;2;5.76 MB;2.88 MB
/releases/18.06.2/targets/at91/legacy/openwrt-18.06.2-at91-legacy-at91sam9g35ek-ext4-root.ubi.gz;2;0;2;2.60 MB;1.30 MB
/releases/17.01.1/targets/sunxi/generic/lede-17.01.1-sunxi-sun4i-a10-olinuxino-lime-squashfs-sdcard.img.gz;2;0;2;351.50 KB;175.75 KB
/releases/18.06.4/targets/mvebu/cortexa72/openwrt-18.06.4-mvebu-cortexa72-armada-macchiatobin-squashfs-sdcard.img.gz;2;0;2;5.53 MB;2.77 MB
/releases/18.06.5/targets/brcm2708/bcm2708/openwrt-18.06.5-brcm2708-bcm2708-rpi-ext4-sysupgrade.img.gz;2;0;2;17.45 MB;8.72 MB
/releases/19.07.3/targets/mvebu/cortexa72/openwrt-19.07.3-mvebu-cortexa72-marvell_macchiatobin-squashfs-sdcard.img.gz;2;0;2;5.73 MB;2.87 MB
/releases/18.06.3/targets/at91/legacy/openwrt-18.06.3-at91-legacy-at91sam9g20ek-ext4-root.ubi.gz;2;0;2;2.51 MB;1.26 MB
/releases/18.06.3/targets/sunxi/cortexa53/openwrt-18.06.3-sunxi-cortexa53-sun50i-h5-orangepi-zero-plus-squashfs-sdcard.img.gz;2;0;2;5.77 MB;2.89 MB
/releases/18.06.2/targets/sunxi/cortexa8/openwrt-18.06.2-sunxi-cortexa8-sun4i-a10-olinuxino-lime-squashfs-sdcard.img.gz;2;0;2;4.57 MB;2.28 MB
/releases/19.07.0/targets/tegra/generic/openwrt-19.07.0-tegra-compulab_trimslice-ext4-sdcard.img.gz;2;0;2;12.87 MB;6.43 MB
/releases/18.06.1/targets/x86/geode/openwrt-18.06.1-x86-geode-rootfs-ext4.img.gz;2;0;2;4.67 MB;2.33 MB
/releases/18.06.1/targets/sunxi/cortexa7/openwrt-18.06.1-sunxi-cortexa7-sun7i-a20-olinuxino-micro-squashfs-sdcard.img.gz;2;0;2;4.61 MB;2.31 MB
/releases/18.06.7/targets/ar71xx/nand/openwrt-18.06.7-ar71xx-nand-wi2a-ac200i-squashfs-sysupgrade.tar;2;0;2;4.14 MB;2.07 MB
/releases/19.07.0/targets/x86/legacy/openwrt-19.07.0-x86-legacy-rootfs-ext4.img.gz;2;0;2;6.26 MB;3.13 MB
/releases/18.06.2/targets/sunxi/cortexa8/openwrt-18.06.2-sunxi-cortexa8-sun4i-a10-cubieboard-ext4-sdcard.img.gz;2;0;2;5.40 MB;2.70 MB
/releases/17.01.4/targets/mxs/generic/lede-17.01.4-mxs-root.ext4.gz;2;0;2;351.50 KB;175.75 KB
/releases/19.07.0/targets/oxnas/ox820/openwrt-19.07.0-oxnas-ox820-cloudengines_pogoplugpro-ubifs-sysupgrade.tar;2;0;2;9.31 MB;4.65 MB
/releases/17.01.3/targets/armvirt/generic/lede-17.01.3-armvirt-root.squashfs.gz;2;0;2;1.41 MB;719.75 KB
/releases/18.06.2/targets/at91/sama5d2/openwrt-18.06.2-at91-sama5d2-at91-sama5d2_xplained-ext4-zImage.gz;2;0;2;3.35 MB;1.68 MB
/snapshots/faillogs/arm_fa526/packages/frr/host-compile.txt;2;0;2;15.90 KB;7.95 KB
/releases/17.01.2/targets/x86/64/lede-17.01.2-x86-64-generic-rootfs.tar.gz;2;0;2;367.50 KB;183.75 KB
/releases/18.06.3/targets/oxnas/ox820/openwrt-18.06.3-oxnas-ox820-mitrastar-stg212-squashfs-sysupgrade.tar;2;0;2;4.96 MB;2.48 MB
